Temp @ 60cm (C)_avg,Day_of_Year,log_pred,pred_minutes
36.74035175879397,159.0,2.186463467280073,8.903669251987145
36.935175879396986,159.0,2.186741929035002,8.906148928583884
37.13,159.0,2.18702039078993,8.908629295771862
-1.6399999999999864,179.0,2.18746024868325,8.912548688611016
-1.4451758793969713,179.0,2.187525148192932,8.913127127420918
-1.2503517587939563,179.0,2.187590047702614,8.913705603772433
-1.0555276381909413,179.0,2.187654947212296,8.914284117667997
-0.8607035175879263,179.0,2.187719846721978,8.914862669110049
-0.6658793969849113,179.0,2.1877847462316597,8.915441258101023
-0.47105527638189626,179.0,2.1878496457413417,8.916019884643358
-0.27623115577888124,179.0,2.1879145452510236,8.916598548739492
-0.08140703517586623,179.0,2.1879794447607055,8.917177250391859
0.11341708542714879,179.0,2.188044344270388,8.917755989602902
0.3082412060301638,179.0,2.1881092437800698,8.91833476637505
0.5030653266331786,179.0,2.1881741432897517,8.918913580710749
0.6978894472361938,179.0,2.1882390427994336,8.919492432612431
0.8927135678392091,179.0,2.1883039423091155,8.920071322082537
1.0875376884422239,179.0,2.1883688418187974,8.920650249123506
1.2823618090452387,179.0,2.1884337413284793,8.921229213737774
1.477185929648254,179.0,2.1884986408381613,8.921808215927781
1.6720100502512691,179.0,2.188563540347843,8.922387255695966
1.866834170854284,179.0,2.188628439857525,8.922966333044767
2.0616582914572987,179.0,2.188693339367207,8.923545447976625
2.256482412060314,179.0,2.1887582388768894,8.92412460049398
2.451306532663329,179.0,2.1888231383865713,8.924703790599267
2.6461306532663436,179.0,2.188888037896253,8.925283018294927
2.840954773869359,179.0,2.188952937405935,8.925862283583399
3.035778894472374,179.0,2.189017836915617,8.926441586467126
3.2306030150753893,179.0,2.189082736425299,8.927020926948545
3.4254271356784045,179.0,2.189147635934981,8.927600305030097
3.620251256281419,179.0,2.1892125354446628,8.928179720714223
3.815075376884434,179.0,2.1892774349543447,8.928759174003364
4.009899497487449,179.0,2.1893423344640266,8.929338664899959
4.204723618090464,179.0,2.189407233973709,8.929918193406452
4.399547738693479,179.0,2.189472133483391,8.930497759525279
4.594371859296494,179.0,2.189537032993073,8.931077363258883
4.789195979899509,179.0,2.1896019325027547,8.931657004609706
4.984020100502525,179.0,2.1896668320124366,8.93223668358019
5.178844221105539,179.0,2.1897317315221185,8.932816400172776
5.373668341708554,179.0,2.1897966310318004,8.933396154389904
5.5684924623115695,179.0,2.1898615305414824,8.933975946234018
5.763316582914584,179.0,2.1899264300511643,8.934555775707558
5.958140703517599,179.0,2.189991329560846,8.93513564281297
6.152964824120614,179.0,2.190056229070528,8.935715547552693
6.3477889447236295,179.0,2.1901211285802105,8.936295489929174
6.542613065326645,179.0,2.1901860280898924,8.93687546994485
6.737437185929659,179.0,2.1902509275995743,8.937455487602165
6.9322613065326735,179.0,2.190315827109256,8.938035542903561
7.12708542713569,179.0,2.190380726618938,8.938615635851486
7.321909547738704,179.0,2.19044562612862,8.93919576644838
7.51673366834172,179.0,2.190510525638302,8.939775934696687
7.711557788944734,179.0,2.190575425147984,8.940356140598851
7.906381909547749,179.0,2.190640324657666,8.940936384157315
8.101206030150765,179.0,2.1907052241673477,8.941516665374523
8.29603015075378,179.0,2.1907701236770296,8.94209698425292
8.490854271356795,179.0,2.190835023186712,8.942677340794955
8.68567839195981,179.0,2.190899922696394,8.943257735003062
8.880502512562824,179.0,2.190964822206076,8.94383816687969
9.07532663316584,179.0,2.1910297217157577,8.944418636427287
9.270150753768855,179.0,2.1910946212254396,8.944999143648294
9.464974874371869,179.0,2.1911595207351215,8.945579688545157
9.659798994974885,179.0,2.1912244202448035,8.946160271120323
9.8546231155779,179.0,2.1912893197544854,8.946740891376235
10.049447236180914,179.0,2.1913542192641673,8.94732154931534
10.24427135678393,179.0,2.191419118773849,8.947902244940085
10.439095477386944,179.0,2.191484018283531,8.948482978252914
10.63391959798996,179.0,2.1915489177932135,8.949063749256275
10.828743718592975,179.0,2.1916138173028954,8.94964455795261
11.023567839195989,179.0,2.1916787168125773,8.950225404344367
11.218391959799005,179.0,2.1917436163222592,8.950806288433995
11.41321608040202,179.0,2.191808515831941,8.951387210223938
11.608040201005036,179.0,2.191873415341623,8.951968169716643
11.80286432160805,179.0,2.191938314851305,8.95254916691456
11.997688442211064,179.0,2.192003214360987,8.953130201820132
12.19251256281408,179.0,2.192068113870669,8.953711274435808
12.387336683417095,179.0,2.1921330133803507,8.954292384764036
12.58216080402011,179.0,2.1921979128900326,8.954873532807262
12.776984924623125,179.0,2.192262812399715,8.95545471856794
12.97180904522614,179.0,2.192327711909397,8.95603594204851
13.166633165829154,179.0,2.192392611419079,8.956617203251422
13.36145728643217,179.0,2.1924575109287607,8.957198502179125
13.556281407035184,179.0,2.1925224104384426,8.95777983883407
13.7511055276382,179.0,2.1925873099481246,8.9583612132187
13.945929648241215,179.0,2.1926522094578065,8.958942625335467
14.14075376884423,179.0,2.1927171089674884,8.95952407518682
14.335577889447245,179.0,2.1927820084771703,8.96010556277521
14.53040201005026,179.0,2.1928469079868522,8.960687088103082
14.725226130653276,179.0,2.192911807496534,8.961268651172889
14.920050251256288,179.0,2.1929767070062165,8.96185025198708
15.114874371859305,179.0,2.1930416065158984,8.962431890548102
15.30969849246232,179.0,2.1931065060255803,8.963013566858406
15.504522613065333,179.0,2.1931714055352622,8.963595280920442
